geometrie_wkt,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,verwaltungsebene,lau_level,lau_code
"POLYGON ((12.117316847601122 54.058165379271074,12.117110934570581 54.058168550504206,12.117098324537407 54.058170999389894,12.117049154797655 54.05818054666031,12.11698080685489 54.058193814857383,12.116733610353858 54.058241806163245,12.11670231109137 54.058250622113654,12.116647848724762 54.058265967563209,12.11650095302238 54.058307355265534,12.116405869813015 54.058334143118955,12.116100215305066 54.058420256632878,12.114866138778472 54.057567460481565,12.114836446292387 54.057546939699478,12.114801692376773 54.057522934631201,12.114768470793006 54.057499973371847,12.114742308183049 54.05748188405309,12.114641705304715 54.057449446685368,12.11388053948037 54.057402461198471,12.113606212737768 54.057375624690536,12.113558776092825 54.057370987795025,12.112993593466923 54.057315692792876,12.112183126021224 54.057245204588163,12.111938294591461 54.057219279754911,12.111758476178892 54.05715702711494,12.11082903509533 54.056687627037874,12.110086345112359 54.056352698682048,12.109169874620401 54.055978006769557,12.108837291124406 54.055858558262059,12.108519696092914 54.05575985290011,12.108095803437839 54.055626148002716,12.107653813997878 54.055460868860784,12.107278868455271 54.055331216216395,12.106851297432339 54.055218440170243,12.106201018290401 54.05514927646837,12.105504950091243 54.055068126842201,12.105257984899513 54.054885974162026,12.105171693228964 54.054811451970181,12.104962197070948 54.05457819489235,12.104428597147939 54.054092841673572,12.104038134285213 54.054071178157479,12.103616852065379 54.0540733980759,12.103530115679298 54.054063718932596,12.102828549190498 54.054093240090353,12.102064626573487 54.054072610052238,12.101869771415984 54.054049802622387,12.101633233346639 54.05400696380044,12.101407441173414 54.05393294072087,12.100515011332803 54.053373438940824,12.099646077498567 54.053217069931698,12.0988824177656 54.053086182013729,12.09860992367115 54.053047180653415,12.098457005886287 54.053048047427808,12.098363187794268 54.053048587615649,12.09828869392441 54.053049000879788,12.09732072538214 54.053001456512177,12.097318680627794 54.052994843387296,12.097306979627259 54.052956886714604,12.097012505887346 54.052134116946384,12.096644774520859 54.050900925119336,12.096617664113234 54.050801544292973,12.096395114565119 54.050852444746347,12.096343237766419 54.05089799169928,12.096286801806013 54.051049599237182,12.096222193405756 54.051286778500291,12.096194621849483 54.051629315039044,12.096168619567779 54.051683759234528,12.095785979548879 54.05189607964973,12.095694109254563 54.051957195080277,12.095493403994322 54.052287419030208,12.094970135426333 54.052571803143898,12.094786941757034 54.052559183525318,12.0936144353469 54.052478404303606,12.09312041630441 54.052421327910537,12.092653878443937 54.052337283621767,12.091892604472031 54.052173877495875,12.091427667703396 54.052111158847431,12.090765781577025 54.052298191476943,12.090274843541772 54.052423955882453,12.090190932861336 54.052442352769184,12.090135155950316 54.052438439692764,12.090060485333879 54.052422164438681,12.089925824479977 54.052379413320971,12.089768692975078 54.052286089519249,12.089372989204765 54.051915014491023,12.089287473604754 54.051870296897505,12.089140159080777 54.051726902872218,12.089062987677005 54.051621676990997,12.088665988094977 54.051226929559995,12.088519035794112 54.051147211912848,12.088295922812295 54.051093747093653,12.088093251858613 54.051090994405094,12.087808555547012 54.051127101842745,12.087516675693495 54.051243346131081,12.087400874113772 54.05129887611686,12.086688403741507 54.051445745376263,12.086013803531038 54.051523305494811,12.086000292351896 54.051515712786767,12.085751581903757 54.051375682241883,12.08548645129896 54.051248236595761,12.085387006972434 54.051254105946498,12.085303535749912 54.051259031887199,12.085261508722088 54.051261510246476,12.083604125983344 54.051349923431715,12.081682232098469 54.051452436269265,12.080648879832179 54.051702018373128,12.079952524267634 54.051852440434253,12.079444686204861 54.051951225410839,12.079438692284487 54.051942789611722,12.079419257570679 54.05195037365587,12.078753143036664 54.05221058130919,12.07878172405465 54.052505638751164,12.078695783108842 54.052572244516774,12.078265597690322 54.052661367167701,12.077980350623628 54.052717650950733,12.077627795669144 54.052722934167669,12.077442496365324 54.052726421478354,12.077430975590529 54.052720530628527,12.076367579831476 54.053439896668024,12.074858248540622 54.054533253611595,12.074280699508797 54.054931427046171,12.073680892199548 54.055339324105127,12.073536811190484 54.055491422256985,12.073351404429131 54.055761938701721,12.072869938522143 54.056464352309845,12.072413556161388 54.057088717678177,12.072778441295492 54.057305992025341,12.072796163855365 54.057303681280239,12.07281917192981 54.057318996682824,12.072869234231796 54.057352288591744,12.072916580128629 54.057383787956525,12.072896130269594 54.057582981619639,12.072885728282076 54.057812046913725,12.0728841713431 54.057846554249352,12.072870812055591 54.058244488369091,12.072899823830177 54.05858586401849,12.072948591116297 54.059439488590385,12.072960021609164 54.059820915597172,12.072978847848036 54.060320958396517,12.072978926347018 54.060324404042888,12.072995553821297 54.060874592651928,12.073021408821457 54.061530619775368,12.073147824713546 54.062702904363405,12.073074402195569 54.063124407856186,12.072980407596969 54.063799976821961,12.072973665752651 54.063864497275887,12.072925705170578 54.064322694504263,12.072829389568572 54.064313605273874,12.072813354549535 54.064287553100684,12.072837259150154 54.063920545983741,12.07284537042441 54.063796175692168,12.07244743789426 54.063456730554385,12.072375149359107 54.063423148952509,12.072075356384186 54.063283851395781,12.071627335496055 54.063075681563845,12.071450984730957 54.062993743379387,12.07138760800172 54.062964298588909,12.071213759793649 54.062883517982264,12.070845833316165 54.062712552410481,12.070520341814952 54.062561313260389,12.070471742721153 54.062590951497114,12.07028601585028 54.06249506201582,12.070248496163522 54.062475687936761,12.070231088583382 54.062470021576402,12.070128612730565 54.062393092104266,12.070100363851674 54.062371866939415,12.070062589779635 54.062343522093663,12.070060080200946 54.062339657520482,12.070012212661595 54.062266262061243,12.069946351593931 54.062087254586295,12.069868365131118 54.06190289824454,12.06983866944479 54.061885944658307,12.069519513643623 54.061841684912451,12.069196730114284 54.061777770383436,12.069038927762451 54.061764831887807,12.068974117931326 54.061742759811217,12.06862731986377 54.061624686831898,12.068502336136001 54.061577885884851,12.06846309073293 54.061556562940282,12.068455443296463 54.061494398110135,12.068522358460053 54.061380975203065,12.068522651311874 54.061338434642835,12.068471272067551 54.061303859015339,12.068376621946488 54.06125802257715,12.068344223530199 54.061246685301086,12.068264183521082 54.061218657615399,12.068173553439125 54.061196458780451,12.06802338564404 54.061179326301023,12.067933337666153 54.061169037218356,12.067789114522229 54.061152570973348,12.067504106870299 54.06109861883975,12.067412476251272 54.061086501441629,12.067261908433284 54.061066597854143,12.067135589841261 54.061060449354834,12.067003378895519 54.06106546822091,12.066879192312465 54.061064415704834,12.066875954822818 54.061063509478615,12.066782306749047 54.061037306647407,12.066720689012234 54.061020067727227,12.066569821933363 54.06089366975106,12.066422070162433 54.06070534229643,12.066354391913581 54.060643150656155,12.066268647514903 54.060585301460101,12.066136703549885 54.060507028699803,12.066089763000175 54.060486056595309,12.066028123045891 54.060458530497272,12.066002942005069 54.060444563416858,12.065982997725182 54.060433493550903,12.065852738121327 54.060306006190956,12.065823580841169 54.060194357333451,12.065737102634966 54.060067201378935,12.065697912809933 54.060011980923008,12.065479257313347,bbc6d790-2c4d-11e5-98d1-0050569b7e95,Rostock,13003,""Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,6,2,130030000000,,,,
