geometrie_wkt,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,linien
"MULTILINESTRING ((12.208033007351938 54.187634391436042,12.206440105260024 54.185619789935146,12.206223014550082 54.185288940241144,12.206090040039291 54.185051310118162,12.205961575043446 54.184703774125623,12.205904322100448 54.184421444021481,12.205343543910926 54.180697190227448,12.205309687891859 54.180366565253394,12.205308594084068 54.18014578249511,12.20534162989364 54.17929098318686))",53db54b2-9999-11e5-9661-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,18
"MULTILINESTRING ((12.196047147674937 54.168106561336792,12.192920690714034 54.168163639391857,12.192317531496238 54.168154180465883,12.191811700263251 54.16810556446768,12.191274690825644 54.168033542519844,12.190795296856191 54.167937973551815,12.190257969289517 54.167795767234431,12.180867836922392 54.164481747670102,12.17688382329178 54.163056471612428,12.176426359323028 54.162869695540593,12.1761284697329 54.162698409857839,12.175892694630921 54.162521820856149,12.175674595715574 54.162313934442729,12.175491760265578 54.162082542869072,12.175366794226276 54.161887549763208,12.175135075913966 54.161772597077857,12.174851736373297 54.161724394785551))",53db5890-9999-11e5-9662-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,18
"MULTILINESTRING ((12.205604163350399 54.177838855758381,12.20533725038681 54.177667589684695,12.205056718716897 54.17747549880734,12.204558148430319 54.177106754641464,12.202148919752959 54.175182527895728,12.201841472759837 54.17490456896504,12.201627271267684 54.174655118345832,12.201448645315535 54.174395184130432,12.201309763500158 54.174124849366741,12.201201756189617 54.173812678176979,12.201151669411642 54.17353949903832,12.201018160645972 54.170703215542154,12.200994718247641 54.170427385794,12.20091346364439 54.170133500861418,12.200805810155794 54.169891598720248,12.200573390939473 54.169525089383917,12.200363860236511 54.169293870038921,12.20009221275167 54.169067875547341,12.199718436517003 54.16882650414982,12.199358265784825 54.168629319983957,12.198896167241617 54.16845827255483,12.198385393533702 54.168303028979331,12.197928185111055 54.168202239983771,12.197426705432857 54.168140610768098,12.196991800210876 54.16810753578887,12.196663620821823 54.168100254412892,12.196051580273592 54.168109070189082),(12.205341615200894 54.179288017850176,12.205374214622012 54.17870234822675,12.205425359430127 54.178442926608945,12.205614256580969 54.17806528438247,12.205543023559677 54.178018589193016,12.205520605089685 54.177956175123072,12.205546812925586 54.177891072143176,12.205595446659206 54.17783896049847,12.205706113392765 54.177812712282304,12.205830479033413 54.177822923497231,12.20591497725929 54.177869595838644,12.205946301357425 54.177918964985409,12.205933271895674 54.177991863292938,12.205880291652269 54.178033648664673,12.205805036892125 54.178067564445371,12.205698600300241 54.178080775903638,12.205614282437709 54.178070496187253))",53db5c5a-9999-11e5-9663-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,18
"MULTILINESTRING ((12.174847316347382 54.161724401203983,12.174745320816037 54.161734972989805,12.174643445576621 54.161774119886125,12.174568315375005 54.161836681294737))",53db6042-9999-11e5-9664-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,18
"MULTILINESTRING ((12.182023670642357 54.072560358999112,12.18198530536273 54.072489876158578,12.181896602195829 54.072348569100242))",53db6e5c-9999-11e5-9667-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22
"MULTILINESTRING ((12.14282394577496 54.08132162098434,12.142754430206532 54.081449305866485,12.142656016409964 54.08156714028982,12.142533382293827 54.081679342099541,12.142052447375455 54.08209965084945,12.141997219920395 54.082167740686451,12.141949370997462 54.082255770889688,12.141755803672774 54.082784919833017,12.141712636762348 54.08284167285742,12.141609098008679 54.082899934723052,12.14136838447579 54.083022248809307))",53db7352-9999-11e5-9668-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23
"MULTILINESTRING ((12.133109769970801 54.078550581423976,12.133187298213487 54.078359091987373,12.133239031112401 54.078259468866364,12.133342892416788 54.078144511599504,12.138475104134004 54.074626410022866))",53db792e-9999-11e5-9669-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23
"MULTILINESTRING ((12.138472714498409 54.074627850548609,12.139175225418965 54.074156258372476,12.139253409409191 54.074133792511226,12.139341641648645 54.074138992123949,12.139418861484138 54.074167298694853,12.139464866206316 54.07420696389034,12.140913070491814 54.07605721953697))",53db7d48-9999-11e5-966a-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23
"MULTILINESTRING ((12.142826340581353 54.081321618140933,12.142974563763731 54.080917337929328,12.143036182073761 54.080619465884148,12.14309522812238 54.080233623091843,12.143116155475123 54.080015236353766,12.143089077752041 54.079838062984258,12.143052451149869 54.079706190826549,12.14299882459536 54.079578652186186,12.142923601925599 54.079438289079555,12.141656571245701 54.077002221978105,12.141506255699644 54.076791135961997,12.140915469865966 54.076058654500464))",53db82ca-9999-11e5-966b-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23
"MULTILINESTRING ((12.177424598114689 54.075166639292497,12.177106286639395 54.075172769618597,12.176804897745516 54.075157577182537,12.176536989379144 54.075132450154122,12.17620887834115 54.075086203547741,12.175890393551986 54.075021430613219,12.17558645407844 54.074939022855901))",53db87b6-9999-11e5-966c-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23
"MULTILINESTRING ((12.140669753759589 54.117723521470658,12.142072384761674 54.119400014134214))",53db4b8e-9999-11e5-965f-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-F2
"MULTILINESTRING ((12.11747281570363 54.072171833649158,12.116911085346048 54.072014581291242,12.116692343523123 54.071976692685304,12.116443862309479 54.071953000004321))",53db693e-9999-11e5-9666-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1
"MULTILINESTRING ((12.170653918003225 54.073471862846311,12.170632285601474 54.073513049862328,12.170591440089735 54.073540066090018,12.170528890195644 54.073560014058955,12.170454190153995 54.073567218955176,12.170381820409117 54.073558784694562,12.170316575637344 54.073536142268075,12.170273045362661 54.073492261879345,12.170267956684505 54.073449764840923,12.170277537998052 54.07341991743359,12.170311189151606 54.073390125808324,12.170366538563254 54.073365964684619,12.170424322745989 54.073351684793238,12.170499063283458 54.073354454426266,12.170561866736268 54.073365687871899,12.170617425289535 54.07339256737162,12.170644051666669 54.073432158291851,12.170651529549332 54.07347330401052))",53db8f90-9999-11e5-966e-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23
"MULTILINESTRING ((12.170479776616212 54.07335304398709,12.170543108665704 54.072909130821685,12.170574475508518 54.072752638367753,12.17060951573781 54.072600813462621,12.170673706131423 54.072428189295735,12.170833866016196 54.072089006260612))",53db9634-9999-11e5-966f-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23
"MULTILINESTRING ((12.170833866016196 54.072089006260612,12.171295226049923 54.0711141669615,12.171374353542699 54.071020419072696,12.171470585828679 54.0709493815842,12.171564236035399 54.070893983517607,12.171667749663962 54.070847018236286,12.171802657458043 54.070804321356938,12.171980959311675 54.07077288477651,12.172168925425231 54.070762641299268,12.172381197474138 54.070779410863793,12.173830889225185 54.07094464573219,12.174646242522318 54.07101858844014,12.175169613242241 54.071058893870408,12.17588827889743 54.071093340221594,12.176163013494342 54.071100037186724,12.17669110880802 54.071095039124977,12.177313021856836 54.071075702440183,12.17789638566274 54.071029461252643,12.17853399570607 54.07099778407769,12.178872728976462 54.071000965126586,12.179015007719547 54.071003629012665))",53db9b20-9999-11e5-9670-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23
"MULTILINESTRING ((12.179017401927881 54.071003625449372,12.179253776238602 54.071027356175868,12.179494988472628 54.071062491568981,12.17994397442088 54.071151142582487,12.180286771429682 54.071248487925793,12.180513703422175 54.071331808188511,12.180854349235585 54.071484419670604,12.181229028501438 54.071696556769567,12.181421683247228 54.071836359675281,12.181611284647644 54.071998092967966,12.18171056270578 54.072108561941413,12.181822182127929 54.072245880619391,12.181895594468537 54.072348660485119,12.182121436730155 54.072324865030055,12.182465440483734 54.07229172414165))",53dba02a-9999-11e5-9671-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23
"MULTILINESTRING ((12.182466952661843 54.072291721847769,12.182695065707833 54.072268640758594,12.182755338266102 54.072277085994791,12.182803695505442 54.072298309573533,12.182835197595752 54.07232656791296,12.182857127690966 54.072384674651566,12.182852482475415 54.072417301260153,12.182828399698272 54.072442858394297,12.182789963772263 54.072471312888226,12.182727415031657 54.072489829430189,12.182528397759295 54.072509990878579,12.18219018385466 54.072541954981943,12.182023670642357 54.072560358999112))",53dba426-9999-11e5-9672-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23
"MULTILINESTRING ((12.133110517260411 54.078547794910577,12.133033996591424 54.078739283176986))",53dba7f0-9999-11e5-9673-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23
"MULTILINESTRING ((12.117752560796687 54.085574299086318,12.117949316330161 54.085301468860898))",53dbac28-9999-11e5-9674-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,25-27-F2
"MULTILINESTRING ((12.133048490578483 54.078739267146055,12.133128100139116 54.078764699544557,12.133188471933707 54.078804351207211,12.13321522416104 54.078853924770499,12.133208239894403 54.078916295933119,12.133155351681291 54.078970270998951,12.13307581520662 54.079007201965055,12.132964931273127 54.079015861367878,12.132863553369946 54.079001775375147,12.132774198057978 54.078963593320331,12.132740401792871 54.078918250893494,12.132730543376402 54.078870096358557,12.132754430505612 54.078811930029644,12.132821840292989 54.078766475885288,12.132896492765674 54.078739435175009,12.132976128578338 54.078733685930473,12.133048490578483 54.078739267146055))",53dbb092-9999-11e5-9675-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23-27-F2
"MULTILINESTRING ((12.177769639914628 54.075782935474315,12.177708133757855 54.075486664926792,12.177642082694602 54.075276847289871))",53dbb844-9999-11e5-9677-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23-F1
"MULTILINESTRING ((12.177639682100807 54.0752754130597,12.177574515847633 54.075272723588313,12.177511833654293 54.075261493624694,12.17745865034215 54.0752317382576,12.177427101023083 54.075192066252697,12.177426907480969 54.075146686752767,12.177448546265579 54.075108374063575,12.177496566435581 54.07507999701189,12.177561641866228 54.075061479472147,12.177636361383101 54.075058493602256,12.177694260560271 54.075071168342312,12.1777426365179 54.075096617383451,12.177776562463068 54.07513206232872,12.17778630384286 54.075170328701205,12.177779259894644 54.075202958641,12.177757717056121 54.075234172231518,12.177709558963116 54.075259763900725,12.177637287646482 54.075275416595758))",53dbbbfa-9999-11e5-9678-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23-F1
"MULTILINESTRING ((12.122258911582236 54.087797450667637,12.122758660904918 54.087938202747338,12.123081888110395 54.088023959019772))",53dbbfc4-9999-11e5-9679-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,25-F2
"MULTILINESTRING ((12.177086642108701 54.081304458054817,12.178443828205788 54.078914399399814,12.17847961696609 54.078825024563642,12.178500954036901 54.078745555860735,12.178495673521985 54.078660465414593,12.178416534031632 54.078192766900749,12.178400677504408 54.077875042205591,12.17836854616934 54.077670925835449,12.178267654620969 54.077214402156308,12.17809879418029 54.076630466338045,12.178059719577771 54.076511368576369,12.17799402921799 54.076386648946709,12.177916288295485 54.076243615470013,12.177855410859168 54.07609480590699,12.177769633770627 54.075781497708164))",53dbc4c4-9999-11e5-967a-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23-F1
"MULTILINESTRING ((12.166404037043476 54.08131440765905,12.167632953189452 54.081344961479623,12.171132725275051 54.081420818540181,12.173430873258894 54.081390658868713))",53dbc8c0-9999-11e5-967b-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23-F1
"MULTILINESTRING ((12.152991052072347 54.083782269259281,12.154929448773796 54.082934557688475,12.156607761307471 54.082227695929646,12.157118217754185 54.082019901095613,12.158009274586645 54.081699728024333,12.158700650296799 54.081474704974546,12.158951177396263 54.081396374992174,12.159252344590552 54.081343587797328,12.15950320232931 54.081319082870309,12.159826205325317 54.081307331688471))",53dbcc8a-9999-11e5-967c-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23-F1
"MULTILINESTRING ((12.173430873258894 54.081390658868713,12.176546461552041 54.081313788812444,12.177084247307301 54.081304461580139))",53dbd054-9999-11e5-967d-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23-F1
"MULTILINESTRING ((12.141108903463762 54.085377894282232,12.141151988285294 54.08507312589478,12.141258643328557 54.084520356980612,12.141475827708717 54.083518693225173,12.141497765995648 54.083409216982218,12.14148234133912 54.083247305981082,12.141437303384262 54.083124788823,12.141377325607468 54.083019812059938))",53dbe8aa-9999-11e5-9681-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23-F2
"MULTILINESTRING ((12.142169612909925 54.086102001401599,12.142883543541457 54.086194970175661,12.143083208673415 54.086228610361566,12.143375895249095 54.086296016888134,12.143562235144167 54.086340096006545,12.143761775462151 54.086373735215339,12.144901513208866 54.086531331449301,12.145043337792909 54.08653376649854,12.14515412477785 54.086528420949811,12.145300288555578 54.086510002767135))",53dbf0f2-9999-11e5-9683-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23-F2
"MULTILINESTRING ((12.193477754783361 54.08092048787519,12.212582720607465 54.080485217961218))",53dbf4c6-9999-11e5-9684-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23
"MULTILINESTRING ((12.212116325528058 54.082676041773524,12.212835342809656 54.08248759158834,12.212925089033044 54.08243854844315,12.212973219423198 54.08238553516982,12.212993808415288 54.082344791725653,12.21299341219791 54.082267422180806,12.212582846646887 54.080485217738456))",53dbf890-9999-11e5-9685-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23
"MULTILINESTRING ((12.148286766347942 54.085985586987363,12.152018215859043 54.084201804550716,12.152988525786295 54.08378083469934))",53dbb47a-9999-11e5-9676-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23-F1
"MULTILINESTRING ((12.14110354342403 54.085657531127232,12.141143650920432 54.085773510426456,12.141245327410392 54.085869811674925,12.141378198869361 54.085946216952969,12.141608870919827 54.086016666048558,12.14216657098555 54.086102016390164))",53dbe36e-9999-11e5-9680-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23-F2
"MULTILINESTRING ((12.141103913424409 54.085656744406627,12.141108903463762 54.085377894282232))",53dbed0a-9999-11e5-9682-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,22-23-F2
"MULTILINESTRING ((12.182024176277571 54.072560717678037,12.182114569379854 54.07277121505313,12.18215004767778 54.072959330273626,12.182146642382349 54.073160174765555,12.182121595775396 54.073368780064484,12.182079206090716 54.073559529266845,12.181980644838927 54.073758001626267,12.181838846437266 54.073953933298604,12.181675194202766 54.074109370501624,12.181468248577486 54.074249506570304,12.181118844682643 54.074435596101907,12.180799517337006 54.074583538354538,12.180485863889263 54.074703614339576,12.1800611384456 54.074813611668809,12.179551693934402 54.074916904549376,12.178840185367092 54.07503900721845,12.178298339396848 54.075111161198329,12.177785510834811 54.075161703220921))",53dc0038-9999-11e5-9687-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23
"MULTILINESTRING ((12.198176337211345 54.078723647484864,12.19814780406532 54.078131241273482,12.198099483435746 54.077617945228084,12.19811218107747 54.07747899927503,12.198140780718495 54.077397628001819,12.198248589645029 54.077223479554121,12.19853117841569 54.076938873129905,12.198621361608442 54.076874743248545,12.198754220031883 54.076853226757166,12.198905270105945 54.076867175123667,12.19911089366996 54.076934320537489,12.200036371247357 54.077231123535213,12.200260061079902 54.077280444468876,12.200507812759161 54.077301418678076,12.201612991109416 54.077278184565586))",53dc07d6-9999-11e5-9688-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23
"MULTILINESTRING ((12.198174144264325 54.079903525138029,12.198178502697058 54.079998231370517,12.198198670324638 54.080104323892641,12.198234423601052 54.080201314774762,12.19831760139744 54.080358164704201,12.19841271542267 54.08053341637369,12.198460482401062 54.080664983818536,12.198488631106995 54.080805749425629))",53dc0c04-9999-11e5-9689-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23
"MULTILINESTRING ((12.19817805100743 54.079903428841206,12.198131784823891 54.079266301209948,12.198131465941701 54.079199355339775,12.198142879058684 54.079134636668762,12.198154462695614 54.079079263252375,12.198177745305284 54.079019197793151,12.198192922378976 54.078924459361239,12.198180255403093 54.078725977414386))",53dc12ee-9999-11e5-968a-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23
"MULTILINESTRING ((12.205073734925183 54.084602289810825,12.203845274053837 54.084947196779211,12.203039955563336 54.084051926929696,12.202943503355806 54.083995567189014,12.202777064720689 54.084010944469888,12.202674515041105 54.084022439747699,12.202194652466082 54.084155073103645,12.202092246659575 54.084170341799059,12.20199605165832 54.084166729197328,12.201919069128028 54.084147987648336,12.201880422599757 54.084106626647475,12.201848241352319 54.084072803099374,12.201860641394628 54.08397860810414,12.202488331550596 54.083943585839229,12.202674147627802 54.083947047096856,12.202937074798413 54.083995578033374))",53dc1992-9999-11e5-968b-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23
"MULTILINESTRING ((12.212576803183707 54.08048648647096,12.212512121052116 54.08011188062045,12.212147674758766 54.07869029453397,12.212112946819046 54.078528606031853,12.212067738662371 54.078165287969647,12.21184871867319 54.075200710326705,12.211735907542288 54.073686481026378,12.211749821617662 54.073572872177785,12.211787762087262 54.073450774087696,12.211918075050043 54.073427809737858,12.212067745511671 54.073444619564306,12.212207795171709 54.073452909378176,12.212516622005252 54.073443827369452,12.212748587098734 54.073486011467558,12.21288865585271 54.073522606684435,12.212946885990581 54.07357363454927,12.212932786162288 54.073650310979268,12.21286055756871 54.073695818640211,12.212754536994241 54.073713079801053,12.212662679013885 54.073690507389493,12.21259481378334 54.073628173925854,12.212478089377612 54.073449556684906))",53dc2022-9999-11e5-968c-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23
"MULTILINESTRING ((12.211159782886687 54.076996356021723,12.211975343732728 54.076975691406879))",53dc2766-9999-11e5-968d-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23
"MULTILINESTRING ((12.201619040539962 54.077278174426603,12.203396141238303 54.077214346914538,12.206201399676189 54.077126449613601,12.211159815272104 54.077002736095153))",53dc2de2-9999-11e5-968e-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23
"MULTILINESTRING ((12.184302224806661 54.091714507397711,12.184433910413354 54.09170046704979,12.18460954893118 54.091675845418827))",53dc340e-9999-11e5-968f-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23-F1
"MULTILINESTRING ((12.177088154997463 54.081304545688596,12.178579848149012 54.081269271734087,12.17957862164857 54.081242354293586))",53dc3a58-9999-11e5-9690-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23-F1
"MULTILINESTRING ((12.179582284237686 54.081244056182655,12.180360387506028 54.081224470618757,12.182499864281755 54.081173258196152,12.185786482956193 54.081101640360025))",53dc3e9a-9999-11e5-9691-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23-F1
"MULTILINESTRING ((12.193468797519834 54.080918705062949,12.185784471510173 54.081102811657992))",53dc4278-9999-11e5-9692-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23-F1
"MULTILINESTRING ((12.19355335979143 54.083082958294582,12.193501425911588 54.081782125913826,12.193483078324748 54.081116555794466,12.193468797519834 54.080918705062949))",53dc4638-9999-11e5-9693-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23-F1
"MULTILINESTRING ((12.189005596853765 54.085925837901165,12.190325036246142 54.085926004276025,12.192533718020263 54.085906764181402,12.19275750978071 54.085888343796505,12.192958150137649 54.08585207782582,12.193103278468694 54.085805746362482,12.193255907170199 54.08574592355113,12.193341752004166 54.085691779263271,12.193450276749347 54.085608393676708,12.193526358126656 54.085514995771483,12.193581393074457 54.085422710013958,12.193598332481926 54.085351782558057,12.193605351472252 54.085234862316369,12.193555245066548 54.083081787070078))",53dc49f8-9999-11e5-9694-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23-F1
"MULTILINESTRING ((12.18857359446914 54.087676015820549,12.188601872245533 54.087573620051835,12.188618302429404 54.087416158182904,12.188615818940727 54.086868640227721,12.188611395931346 54.08675506310577,12.188593956492275 54.08668994136152,12.188555374368091 54.0866325807823,12.188488101001342 54.086558461174413,12.18818088131488 54.086276779175279,12.188150181950068 54.086234053444798,12.188146081063085 54.086191375972447,12.188155452809978 54.086145262718503,12.188189678025381 54.086103603629155,12.188229757902786 54.086074336162085,12.188483706668736 54.085978326657006,12.188546617460663 54.085952348161996,12.188623041855374 54.085932009678537,12.188701433675192 54.085928561894164,12.189003579956177 54.085925841069816))",53dc4dcc-9999-11e5-9695-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23-F1
"MULTILINESTRING ((12.187003597259825 54.08985857863501,12.188229608824308 54.089856666743444,12.188415170767897 54.089854129763395,12.188547102851437 54.089840443961549,12.18864453635701 54.089808750100559,12.188720678574018 54.089752467711946,12.188762448219181 54.089678177195722,12.188775331590964 54.089572480725259,12.188769022670373 54.089015893033192,12.188753346533908 54.088950678708301,12.188713023275081 54.088899072020638,12.188597892241235 54.088836260154572,12.188551800460713 54.088791312152125,12.188526751798564 54.088744174499922,12.188516936220509 54.08869243007419,12.188521658329739 54.088010019905504,12.188526709016806 54.087872794569329,12.188543530910199 54.087773831479176,12.188575616341842 54.087677090980897))",53dc5196-9999-11e5-9696-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23-F1
"MULTILINESTRING ((12.184297943479841 54.09171568214547,12.184173679409966 54.091725936833456,12.18408196737091 54.091741802817367,12.184030401624417 54.091770008109741,12.18400195705002 54.091809410611567,12.184011566911053 54.091844261874122,12.184051913826899 54.091873404893278,12.184105570155078 54.091890216614424,12.184174406675918 54.091890111259318,12.184245069399589 54.091875355770682,12.184708781438768 54.091621776678608,12.185754172171512 54.090997162753254,12.1859105076747 54.090885673685364,12.18600000928484 54.090798999458251,12.186079767885124 54.090676306075082,12.186138613658089 54.090557059701389,12.186195340971842 54.090415261527717,12.186229168768332 54.090283653036593,12.186254656377384 54.09003514860769,12.186269608411573 54.089939513618418,12.18631151389026 54.089894518354299,12.186362979904175 54.089873051783833,12.186454711933097 54.089862755388687,12.187001700985396 54.089857413392664))",53dc556a-9999-11e5-9697-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23-F1
"MULTILINESTRING ((12.126352818487527 54.087308062343716,12.126121699622299 54.086710102081852,12.126079587498181 54.086582633860758))",53dc5a74-9999-11e5-9698-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,25-F1-F2
"MULTILINESTRING ((12.123082520818784 54.088024767118711,12.123579857484192 54.088157790233659,12.123862782271505 54.088212853444297,12.124062606202372 54.088217140566108,12.126084971708872 54.087859369242643,12.126225065217584 54.087788771534299,12.126329057856706 54.087702845397459,12.126383010984043 54.08761939798999,12.126399308282076 54.087506605676936,12.126348606330508 54.087290903371674))",53dc67bc-9999-11e5-969b-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,25-F2
"MULTILINESTRING ((12.126031133464876 54.085693602569975,12.125185591561333 54.085582249406912))",53dc6b86-9999-11e5-969c-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,25-F2
"MULTILINESTRING ((12.125187611694873 54.085583325633465,12.12369678481075 54.085383400103517,12.123446649840066 54.085369459059635,12.123283265225661 54.085363695808113,12.122960739907317 54.085380560294972,12.122730864939294 54.085397419285329,12.122438711124524 54.085454598852564,12.122158618871214 54.085541419504139,12.121977307960998 54.085612773192423,12.121322851521274 54.085924083580053,12.121113259187645 54.085981176624827,12.120855321210726 54.086015852703397,12.120603197227021 54.086012511312667,12.120359167610646 54.085974834497563,12.119634501185745 54.0857680689614,12.117949442129884 54.085301378876835))",53dc6f3c-9999-11e5-969d-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,25-F2
"MULTILINESTRING ((12.129350263795009 54.065492855380484,12.125495595988587 54.06679561103018,12.125136967733981 54.066909569041194,12.124822984215333 54.066995802459559,12.124501395872766 54.067067485444966,12.124206948298232 54.067114337902808,12.123776424978484 54.067162857399197,12.122927641284491 54.067232112181323))",53dc9264-9999-11e5-969f-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,26
"MULTILINESTRING ((12.117874015801792 54.067496330572681,12.116789987506086 54.067526503116675))",53dc9a0c-9999-11e5-96a0-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,26
"MULTILINESTRING ((12.132846066848643 54.066580946243093,12.132687079511355 54.066390436640212,12.132048313484722 54.065569989487692,12.13183956882755 54.065300904939924,12.131593886041998 54.06506385097687,12.131375538144077 54.064903957293978,12.131301110538061 54.064874923591717,12.131221955105357 54.064864855684597,12.131108112659037 54.064882412888323,12.130826349161003 54.064989025349,12.130482776137811 54.065113137266884,12.129350268543524 54.065494383013117))",53dc9e58-9999-11e5-96a1-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,26
"MULTILINESTRING ((12.122930161281934 54.067232109605584,12.121952485361644 54.067304454595302,12.120307085129234 54.067405408209844,12.119079368486126 54.067461625005116,12.117871625861591 54.067497770691084))",53dca3b2-9999-11e5-96a2-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,26
