geometrie_wkt,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,strasse_name,strasse_schluessel
"MULTILINESTRING ((12.087621474825911 54.101137815649416,12.087600175772414 54.10114367209129,12.087442638629883 54.101187189309222,12.086043707716899 54.101580079499222,12.084486841437601 54.102022757245905,12.08308949077165 54.102414084285044,12.082927534833752 54.102459845143379,12.082777683014021 54.102504698850723,12.082079442229601 54.102703409417813,12.081376787669146 54.102905533607576,12.080654222543185 54.103118719870096,12.07964467191211 54.103422401858808,12.078181373846922 54.103867541825764,12.078054834634669 54.103908240906499,12.077914198006326 54.103963506373233,12.076958649857067 54.104371368868776,12.076801759762313 54.10443643821219,12.076317870043829 54.104645491900079),(12.08821379764159 54.100967726202697,12.088112601371082 54.100997903623124,12.087621474825911 54.101137815649416),(12.087621474825911 54.101137815649416,12.087786962705511 54.10133619677795,12.087819525480944 54.101349472360866,12.087852310086353 54.10134837009825,12.088366623324724 54.101199993221925,12.088386897610912 54.101186678978394,12.088385723692779 54.101168348304967,12.08821379764159 54.100967726202697),(12.090505883480843 54.100352815739072,12.0902887954551 54.100379128264528,12.090204605997407 54.100400218774084,12.089130130210172 54.100707443877823,12.08821379764159 54.100967726202697))",30365a42-3ef5-11e5-a0c2-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Eikbomweg,02100
"MULTILINESTRING ((12.072601612673074 54.089522379421126,12.072588620179442 54.089518073952512,12.072571721319985 54.089514759306724,12.072551424912806 54.089515041133318,12.072384272779706 54.089522869859714,12.072091068555403 54.089539760036949,12.072024253640155 54.089540339230098,12.071954658079511 54.089536786460471,12.071901825483016 54.08953088725417,12.071718854241768 54.089503678864816,12.071281011855042 54.089424682070643,12.070951477608896 54.089354336320454,12.070628242934472 54.089281110427869,12.070291237590727 54.089189829726948,12.069549461109762 54.088963812146616,12.068822700103079 54.088741196100408,12.068100863686384 54.088518752591504))",30354288-3ef5-11e5-a030-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Barnstorf-Ausbau,01090
"MULTILINESTRING ((12.050308498884931 54.122794330001668,12.050339685633254 54.122813367301312,12.050348556134036 54.122845263932483,12.050152793978656 54.124036800948126,12.050132455969123 54.124121188062716,12.050110701768057 54.124182212136098,12.050040847137089 54.124324310033607),(12.050040847137089 54.124324310033607,12.049301703530682 54.124200967728832,12.049137254101337 54.124162035729071,12.048680586627992 54.124013502925827,12.048470056500202 54.123949607543345,12.048193792179326 54.123886367165952,12.047591404191348 54.123738876978329,12.047499152480311 54.123721121138857,12.047351143559737 54.123712552920495,12.0472155143171 54.123717009377188,12.047054793741365 54.123736302416511,12.046904052752952 54.123766374563175,12.046717994306265 54.123806075273762,12.0461642520432 54.123942427116866,12.045648474185993 54.124069775997924,12.045406654226923 54.124118032536572,12.04434675964192 54.12431297507068,12.043975748930299 54.124374216145966,12.043860945939795 54.124388276236964,12.043765818356206 54.124395140253533,12.043631197302746 54.124400940205589,12.043015610790377 54.12441464093552,12.041843107367374 54.124442102416239,12.03970603731398 54.124504291179342,12.038329891952603 54.124539872902631,12.03786116590447 54.124551074158802,12.036591253513247 54.124583816854717,12.035392248992922 54.124616525307466,12.033577145140562 54.124663593307346,12.033401642827878 54.124671280288446,12.033224755266556 54.124682382079698,12.033003584756839 54.124698977237642),(12.052708301156303 54.1246412756444,12.052393253799968 54.124649051371584,12.052122607701762 54.1246472818748,12.05200286160493 54.12464194209106,12.051928159389186 54.124636313173255,12.051793393239192 54.12462666637898,12.051618742602537 54.124606163482312,12.051289365009307 54.124555173965398,12.050900910787002 54.124481294232694,12.050040847137089 54.124324310033607),(12.049048773653 54.124133855765805,12.048539191637971 54.124698653455006),(12.048539191637971 54.124698653455006,12.048467996711855 54.124778837363792,12.048359320250897 54.124744464685442,12.048539191637971 54.124698653455006),(12.052002483082209 54.124641942254684,12.051965221806249 54.124710881048912,12.051866843865897 54.124842388821037,12.051750502596878 54.124937151461147,12.051589388189015 54.125047748571426))",303c3a20-3ef5-11e5-a3ab-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Theodor-Körner-Str.,12080
"MULTILINESTRING ((12.071234094564488 54.095297818356059,12.070326948007649 54.09524497500567,12.069043155800509 54.095172662148279,12.067979690310983 54.095132381348755,12.06668185815869 54.095106149696541,12.065570267558604 54.095088159691478),(12.071158509398916 54.095778167697844,12.071131486270176 54.09575446049903,12.071090602275032 54.095735793677342,12.071038634236414 54.095723872928843,12.068924926629537 54.095651956234533),(12.072598103208906 54.095380662997044,12.071234094564488 54.095297818356059),(12.073769359993252 54.095479156419458,12.073664930179403 54.095461787473994,12.073579800131514 54.095449259102999,12.073488243269502 54.095438711530491,12.073006411921394 54.095405666680108,12.072598103208906 54.095380662997044))",3035b150-3ef5-11e5-a069-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Bonhoefferstr.,09760
"MULTILINESTRING ((12.086887004099083 54.080246022315919,12.086331859914557 54.080275087673115,12.085090258643239 54.080344446412823,12.083835553578643 54.080418024929436,12.082817378184371 54.080469681410491,12.082112264611549 54.080511141396947,12.081203275961791 54.080583287738818,12.080348752309728 54.080665005939757,12.079579691218923 54.080751963336212,12.07861612063987 54.080892689996531,12.078081500370406 54.080985415144994,12.077055270887545 54.081191229152566,12.07658909816964 54.081291362232299,12.076372901939203 54.081342091325148,12.076056389959643 54.081401060839248,12.075435926881879 54.08149652429983,12.074846750647813 54.081609128495522,12.074054414226451 54.081807132925135,12.073351182664812 54.08200435892941,12.072761118417999 54.082193065491701,12.072347971666124 54.082355423518095,12.072159922895784 54.082434883529913,12.071781986489119 54.082625075302111,12.071437188255494 54.082810124138888,12.071101876959807 54.083016463365936,12.070733479460209 54.083262719277492,12.070374813973404 54.083527030360635,12.070032353132468 54.083835722121485,12.069744483248346 54.084153816619214,12.069560435060156 54.08437201515801,12.06928333925921 54.084654607311364,12.069086618219799 54.084834981050328,12.068937390093023 54.084998613157573,12.068638776370795 54.085308983081795,12.068419029025224 54.085594955159728,12.068232593431233 54.085902744074069,12.068124979198535 54.086156841233631,12.068038409025217 54.086484072974059,12.067997317295161 54.086794385123511,12.067904669856434 54.087184073331599,12.067818750956903 54.087758331442515),(12.064824665933831 54.105069546103813,12.064670689556058 54.104346791913258,12.064601640644513 54.103899324172623,12.064519188310097 54.103184259211559,12.064490947451077 54.102782957687445,12.06447924490932 54.102149358033095,12.06448128725842 54.101840237017178,12.064554333047793 54.100886239282069,12.064671784168755 54.099865181569449,12.064853124256695 54.098659515687345,12.064974873640216 54.097896174908911,12.065275592420127 54.096362632247207,12.065570267558604 54.095088159691478,12.06592863940835 54.093682454812239,12.066284609620054 54.09244613706101,12.066771496560241 54.090942140497724,12.067281421601647 54.089517835071767,12.067635083221097 54.0885362686736,12.067761335650554 54.088110078409059,12.067818750956903 54.087758331442515),(12.067818750956903 54.087758331442515,12.067836435102134 54.087471036939299))",3035460c-3ef5-11e5-a032-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Barnstorfer Ring,01100
"MULTILINESTRING ((12.079186224412984 54.104725770451793,12.078999336784696 54.104599998886194,12.078509632638358 54.104263342915708,12.078210422860481 54.104024598959995,12.078054834634669 54.103908240906499,12.077640267486677 54.103482391045574,12.077379016479828 54.10323786942282,12.077171506499127 54.103069694129999,12.076953031782081 54.102904221302786,12.076519984311078 54.102566442570868),(12.079186224412984 54.104725770451793,12.079250487707295 54.104697062663462,12.079287537492098 54.104682570724563,12.079330018539228 54.104672478352846,12.079582567791764 54.104643017055835,12.079642200148166 54.104632913226595,12.079701568354057 54.104616609174414,12.080145856997611 54.104481074084163,12.080244790736304 54.104447400337961,12.080285095789149 54.104420954484389,12.080294891250489 54.104399561167938,12.080281094092108 54.104373241274089,12.079978912587798 54.104037724026327),(12.080600248463215 54.105459260484842,12.080369993509699 54.105345920843511,12.079871343151668 54.1050893420473,12.079668736626482 54.104989192178714,12.079264143187535 54.104781612312827,12.079186224412984 54.104725770451793),(12.080823562684898 54.105569728814437,12.080600248463215 54.105459260484842),(12.080795490900334 54.105466857513321,12.080600248463215 54.105459260484842))",3037bd9c-3ef5-11e5-a175-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Hawermannweg,03390
"MULTILINESTRING ((12.099189714213594 54.092444621041679,12.098983767540886 54.092417922357654,12.098746715960399 54.092406255580364,12.09847199199343 54.092404863289971,12.098231852218051 54.092420066348694,12.097977492751877 54.092446782668567,12.09774232552622 54.092485793761149,12.097492332243503 54.092546742398582,12.097013067300992 54.092688840039159,12.096655191273735 54.092822031953581,12.096358923183844 54.09293711148554,12.096144067969613 54.093038286712023,12.095951772082074 54.093136118718611,12.095660908445469 54.093300435819181,12.095483513983615 54.09340975737733,12.095337263761399 54.093520581622769,12.095140445644422 54.093682576367399,12.093577122299854 54.095171085021448,12.092147447683006 54.096536721154727,12.091551411344392 54.097102938188023,12.090900001429704 54.097725536612799,12.090667649098709 54.097915587242369,12.090451472310177 54.098065008301305,12.090238548799256 54.098203553404744,12.089986685644192 54.098353629407789,12.089561711513156 54.098571139406417,12.08937135419599 54.098651346689557,12.089079180548458 54.098764068749645,12.088718415476658 54.098879806098942,12.088100291654857 54.09905791458241,12.087629222603422 54.099190802884053,12.083646812089063 54.100311682093349,12.078499599996761 54.101756782474638,12.077189437880888 54.102132258507361,12.076156397560082 54.102418223847415,12.075509430159242 54.102604732660382,12.074706156932269 54.102832311517467,12.073618256943345 54.1031364408908,12.071181747082836 54.103823542354988,12.070080436576228 54.104133039242932,12.069193660630964 54.104386509647803,12.068734841234686 54.104526236042183,12.068259866623915 54.104660128925268,12.067963992740971 54.104730297708606,12.06769192308267 54.104781851267369,12.066902862621919 54.104881768170074,12.06610140997449 54.104963355185852,12.065746189700887 54.104991406582194,12.064824665933831 54.105069546103813),(12.049209215904098 54.106424404639263,12.053383252128663 54.106034158066521,12.056413492286341 54.105761576378811,12.057870848869509 54.105634450480935,12.060825747344841 54.105367275380431,12.061912855530748 54.105276141475322,12.062357618114859 54.105244999756593,12.063820650099467 54.105141611855927,12.064824665933831 54.105069546103813))",30379704-3ef5-11e5-a161-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Hamburger Str.,03270
"MULTILINESTRING ((12.064810916191865 54.123172442121074,12.064945155857414 54.122362729957722,12.065410894838571 54.119514988955963,12.065785410007784 54.117253902202719,12.065975688990303 54.116248172267461,12.066043160338653 54.115681476616167,12.066079394626499 54.11546255717677,12.066167127036168 54.11494644157073,12.066258637812034 54.1143489103818,12.066297382411673 54.113965545164895,12.066500146332574 54.112738840530561,12.066583477154994 54.112159105730832,12.066631646579188 54.111678236625437,12.066628551130556 54.111242595599165,12.066597262518258 54.110844621622249,12.06654703698781 54.110514233045443,12.066456031812969 54.110079808712193,12.066348128070398 54.109724830130276,12.065929291456978 54.108477259772251,12.065654670637308 54.107650065708519,12.065344267003061 54.106758190882701,12.065043110463776 54.10580313827672,12.064824665933831 54.105069546103813),(12.061028175097798 54.139275805016702,12.06114152580334 54.139365697216995,12.061260918272803 54.139443904449543,12.06139730812551 54.139493257870967,12.061542262832015 54.139530206094562,12.061695133682116 54.13954297777822,12.061813526615358 54.139542288001678,12.061924838780486 54.13953324478409,12.062095302749553 54.139494067895633,12.062230915068243 54.139445024207284,12.062340246773632 54.139378201727084,12.062479797556433 54.139262839124484,12.062756681498039 54.138986106321873),(12.062645465150691 54.14123086380247,12.062417128530191 54.140646174505946,12.062298614224975 54.140400019894997,12.062227242202738 54.140278206845622,12.062133670985711 54.140166649240662,12.061953049573773 54.139998614550471,12.061740132860146 54.139841109764035,12.061472918171074 54.139666738690984,12.061311319501741 54.139556203627286,12.061188100541838 54.139451220148239,12.061028175097798 54.139275805016702),(12.062756681498039 54.138986106321873,12.062859271995732 54.139386378555095,12.062889430536792 54.139547751140164,12.062928620587428 54.139671827142386,12.063016840015466 54.139832540292751,12.063109110730947 54.139917858817334,12.063220528509939 54.139977647009118,12.063333806727416 54.140015688029465,12.063478251159403 54.140046793296847,12.063672777036686 54.140059270909269,12.063824230399939 54.140051462728948,12.063924929297052 54.140034875062604,12.064025487747859 54.140009121679839,12.064163473618118 54.139944528798068,12.06426371244924 54.139875642647198,12.064346632986851 54.139790141596691,12.064376680264589 54.13971320547288,12.064415083981737 54.139571745475614),(12.064415083981737 54.139571745475614,12.064443098359172 54.139730153439878,12.064426721356286 54.139831793727552,12.064380410594527 54.139920959506931,12.064306705800405 54.140007623832751,12.064219731481982 54.140083961309209,12.064103723573025 54.140158786573451,12.063956022687282 54.140226529643186,12.063444357748626 54.140416225087115,12.063328564156851 54.140467596062258,12.063210510459712 54.140526965640568,12.063057304909524 54.140628857241779,12.06295533208975 54.140722095308043,12.062866535742112 54.14084812525175,12.06281938605111 54.140969730260963,12.062804180189206 54.141097518912176,12.062779866299348 54.141712712130378),(12.082558873192202 54.170504648177563,12.08239133577638 54.170354787563468,12.082030671026363 54.170079255251515,12.081676248500139 54.16982815938028,12.080261227897825 54.168875612496727,12.078991163805695 54.167999064798941,12.078340491812568 54.167561694659014,12.077523898989654 54.167004375678637,12.075846155312561 54.165867823338473,12.074249043382753 54.164780979900407,12.074023704906798 54.164625122569625,12.073411819515012 54.164207560684041,12.072578038773878 54.163639884533119,12.072295803356699 54.163439398050045,12.071936252622095 54.163150265772771,12.071598100378614 54.162817178372244,12.071316154761506 54.162485494471916,12.071127084086783 54.162182060808831,12.071000375909893 54.161936998773136,12.070885516840777 54.161678270965879,12.070783191764015 54.161363283587477,12.070584581555549 54.160421132845727,12.070494246213114 54.160024545632659,12.070254436553356 54.158831979581286,12.069903259482613 54.157185866216508,12.06957114041273 54.15559329671504,12.06907419475038 54.153195767798344,12.068794027418248 54.151905543167324,12.068479585315195 54.150415399248708,12.068316011395053 54.149679001914649,12.06813122244087 54.148858956862718,12.067996438234486 54.148426538138558,12.067828403355689 54.148040146170658,12.067658460026225 54.147720161378309,12.067404813618948 54.147318630573089,12.067220470948412 54.147067935070545,12.066991152217678 54.146794799376579,12.066633380941578 54.146400333864634,12.065798991084662 54.145562401171574,12.064534506045097 54.144289772539643,12.06414548804911 54.14390439207525,12.063922807247096 54.143654700277004,12.063719077197067 54.143413714427297,12.063507201701057 54.143127622890894,12.063335393682349 54.142874129005719,12.06317075256554 54.142600772080385,12.063043647836697 54.142356689565958,12.062877604324116 54.141988261240776,12.062779866299348 54.141712712130378),(12.062779866299348 54.141712712130378,12.062715938215829 54.141507595434142,12.062645465150691 54.14123086380247),(12.062645465150691 54.14123086380247,12.062590161033636 54.140884482839219,12.062564891750609 54.140533413506255,12.062553850666031 54.140326382118815,12.06258170826899 54.139883178759888,12.06262049510388 54.139656891419143,12.06267896447155 54.139342261544826,12.062756681498039 54.138986106321873),(12.064457384215483 54.136495189385805,12.064451368309294 54.136441096933332,12.064435237487965 54.136375328106411,12.06440408260997 54.136306242501391,12.06434617854544 54.136241754050317,12.064270602444397 54.136175387952392,12.06383920221643 54.135836396351415,12.063682359797406 54.135694410900818,12.063559856070491 54.135558427725549,12.063443961602109 54.135369783013381,12.063329120797546 54.135126592643438,12.063074665608411 54.134612907109464),(12.064061707622875 54.137961914463538,12.064227030219111 54.13746058778365,12.064315350496214 54.137197610509851,12.064423731794079 54.136849794658012,12.064469811187523 54.136695210916905,12.064479685070294 54.136632932700635,12.064474494641738 54.136541547940062,12.064457384215483 54.136495189385805),(12.064457384215483 54.136495189385805,12.064382897910665 54.136399528441459,12.064301527096303 54.136340444118858,12.064192144804045 54.136285777823211,12.064062348924422 54.136251879940545,12.063919091766579 54.136245845646663,12.063776883551148 54.136265330845788,12.06366171520809 54.13630510991802,12.063552006695044 54.136366452378589,12.063488629715899 54.136436127275545,12.063390629914016 54.136644204663121,12.063181389343773 54.137069711560585),(12.063176626969005 54.135433993804234,12.062952208355918 54.135835156316325,12.062811234249073 54.136002279598969,12.062653768633465 54.136114327163291,12.062449979128225 54.13622361291177,12.062309346344721 54.136284071686376,12.06191112450197 54.136432905548581,12.0617669665052 54.13650019485501,12.061621201336109 54.136590399090991,12.061527038418459 54.136668894985405,12.061458878599638 54.136750073324492,12.061390066945844 54.136902690590496),(12.061390066945844 54.136902690590496,12.061359672743356 54.137003439058688,12.061327300440267 54.137132224818501,12.061219216098657 54.137613839110038,12.061159956806728 54.137826567636964,12.061090431568296 54.138096542094857),(12.061390066945844 54.136902690590496,12.061505509063753 54.136789587863319,12.06159338442921 54.136726371392164,12.061736017198228 54.136651175405902,12.061880081454134 54.136605272847937,12.062048910313109 54.136577868493724,12.062203256143611 54.136571408752111,12.062377582348939 54.136590997834162,12.062515836868588 54.136626780195279,12.062649460227183 54.136687995166248,12.062754702138291 54.136759558683735,12.062827889617127 54.136833025907173,12.062884957697943 54.13692986508876,12.06291960217396 54.137054302962575,12.0629546356668 54.137351810810856,12.063033136254099 54.137764675991939),(12.061090431568296 54.138096542094857,12.061049248397119 54.138414487308061,12.06103834665694,3034f940-3ef5-11e5-a00b-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,An der Stadtautobahn,00650
"MULTILINESTRING ((12.052315152927649 54.111635082803815,12.052496613407696 54.111597532003017,12.052642749752849 54.11155514393738,12.053060677464806 54.111392133452526,12.053325671106997 54.111283015726343,12.053383162056738 54.111262771658566,12.053457178755034 54.1112443174259,12.05367271969337 54.111227777007954),(12.052315152927649 54.111635082803815,12.052149435666301 54.111453187672232,12.051957225052384 54.111265912136332,12.051665925722421 54.11101757388704,12.051163308950329 54.110626626831156,12.05085524277742 54.110377754564212,12.050666215526299 54.110206291004189,12.050515564793258 54.11006069080171,12.050384475436463 54.109923529084526,12.050314746441675 54.109836483626552,12.050260159961015 54.10975500314013,12.050116456849508 54.109511092332589,12.050046033494064 54.109370130808081,12.04997214970536 54.109183072329259,12.049925291726549 54.109024308588197,12.049876784966893 54.108857637799275,12.049841810723105 54.108721513892895,12.049599866050412 54.107847272796825,12.049209215904098 54.106424404639263),(12.059380983779713 54.116583731493641,12.059294401577647 54.116464978987295,12.059197523694808 54.116379929067037,12.0590476952574 54.116317100544883,12.058862043583831 54.116256086573649,12.058591613914011 54.116190351044558,12.058339816670516 54.116097288363775),(12.058339816670516 54.116097288363775,12.057889758663826 54.115944473812775,12.057673690435957 54.115870263185045,12.056118703819113 54.115336420110467,12.055335739196828 54.115070257354553,12.055077896072318 54.114973416486762,12.0547438996584 54.114808855121836,12.054487253291091 54.114660432659001,12.054038600152561 54.114401118645993,12.05381336065849 54.114246749847524,12.053700977379515 54.114156849957297,12.053599048837482 54.114054904028698,12.053512874501401 54.11394207791362,12.053437559777485 54.113837783635475,12.053367156618624 54.113727017190854,12.053139367538996 54.113251218077927,12.052624181347214 54.112131336231755,12.052521391766941 54.111940967212711,12.052430258837054 54.111791209870425,12.052315152927649 54.111635082803815),(12.056921728450355 54.114769024684904,12.057231675317432 54.11477651574495,12.057293354766887 54.114772802114544,12.057342402410459 54.114756514039897,12.05737262176285 54.114716511821129,12.057369151066874 54.114669606427022,12.057261003338908 54.114090059325527),(12.060924112605615 54.116455627971987,12.060403901664397 54.116302319172782,12.060111927235173 54.116256906285997,12.059770012442508 54.116221132557627,12.059434662719655 54.116188679443077,12.058820266076628 54.116151329984561,12.058613484858318 54.116134447329458,12.058339816670516 54.116097288363775))",303a23ca-3ef5-11e5-a2a4-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Messestr.,06980
"MULTILINESTRING ((12.05742273624481 54.142740958002221,12.057346024833496 54.141671303108552,12.057251150538418 54.140242486751738,12.057209164097804 54.139634694567519,12.057188681474221 54.138235855490535,12.057186318557264 54.138078242356606,12.057189795299754 54.137304187503098,12.057228296615278 54.136302320994815,12.057246448949185 54.135646155162732,12.05724665673157 54.1356138054878,12.057267011701924 54.134633693423368,12.057297234888138 54.133671997788475,12.05732610828013 54.132830445422925,12.057343485098201 54.132254524531113,12.057363294688511 54.131795600131078,12.057386903722804 54.131346828060096,12.057467511490337 54.130231177608188,12.05751097943082 54.129726772554726),(12.056822805327608 54.140095589188221,12.056850101240398 54.140119029720402,12.056854680303587 54.140144637618732,12.056870233562014 54.142743107440054),(12.054227868079693 54.142447699942132,12.054447561710942 54.142682853765123,12.054496325080558 54.142712485433428,12.05456805171748 54.142734109146012,12.054643420492518 54.142741623169506,12.056870233562014 54.142743107440054),(12.056870233562014 54.142743107440054,12.05742273624481 54.142740958002221),(12.057486634479078 54.143670707051271,12.057512469109449 54.144003894884349),(12.055378746155414 54.143717074777591,12.055998661134105 54.143708430928577),(12.056063485098155 54.14506537360856,12.056063503992924 54.144612390374114,12.055999216942544 54.144400620759733,12.055989399744316 54.144328647626573,12.055998661134105 54.143708430928577),(12.057485487805213 54.143663069514893,12.05742273624481 54.142740958002221),(12.055998661134105 54.143708430928577,12.057485487805213 54.143663069514893))",303c0a50-3ef5-11e5-a394-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,St.-Petersburger Str.,06530
"MULTILINESTRING ((12.048260815050169 54.142461383804154,12.045586288907032 54.142463235591492),(12.048257550324855 54.142910145072825,12.047417994835593 54.142909220829651,12.045583755902067 54.142914961878859),(12.045586288907032 54.142463235591492,12.045583755902067 54.142914961878859),(12.045586288907032 54.142463235591492,12.044488983843749 54.142462118729647,12.044420321085104 54.142467266109854,12.044367582316422 54.142490379544775,12.044351455917498 54.142519230494358,12.044363393633681 54.143884825691444),(12.045583755902067 54.142914961878859,12.045582372553993 54.14337908835067),(12.045582372553993 54.14337908835067,12.045580279779523 54.143886886920399),(12.048257585419364 54.14337427101232,12.045582372553993 54.14337908835067),(12.048264123735068 54.143894556686263,12.047060608944525 54.143884609689145,12.046251708715095 54.143884024755643,12.045580279779523 54.143886886920399),(12.045580279779523 54.143886886920399,12.045463262735959 54.143887560211887,12.044669130629492 54.143885970607585,12.044363393633681 54.143884825691444),(12.044363393633681 54.143884825691444,12.043696380611708 54.143885698806969))",303c8340-3ef5-11e5-a3d1-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Usedomer Str.,09190
"MULTILINESTRING ((12.075886643673737 54.106140322837305,12.075972039602428 54.106216919848215),(12.075972039602428 54.106216919848215,12.076209528731727 54.106427671957938,12.076465473411744 54.106659978354315,12.07659359092141 54.106785881103832,12.076691276885331 54.106891584533479,12.076855648171092 54.107115771131632,12.076953781358396 54.107257867507414,12.077377383673532 54.107913576471141,12.077541320930264 54.108103795160687,12.077644655075897 54.108191881524434,12.077752487418799 54.108257140360784,12.078252856021264 54.108542212421767,12.078902168698576 54.108884246120809,12.079378603947065 54.109111369248687,12.079769808999666 54.109286877328913,12.08062665987789 54.109645567786991),(12.075886643673737 54.106140322837305,12.074820515532348 54.106531793441455),(12.075972039602428 54.106216919848215,12.075097478586684 54.106534586259656,12.075075572987648 54.106556256283781,12.07506867491373 54.106577557498397,12.075072498928167 54.10659993034664,12.075201495522943 54.106726193470926,12.075212375336942 54.10674469790716,12.075200301832302 54.106763486273735,12.075177501780729 54.106778776787891,12.074622435755762 54.106982925704017),(12.074891701064184 54.105582464014454,12.074543029165095 54.105253342218461,12.074528872333463 54.105235558630767,12.074511627182913 54.10518345028148,12.074499741748326 54.105166384166544,12.074338306096047 54.105020820322856),(12.075136551121259 54.105475107883791,12.074891701064184 54.105582464014454),(12.074919248216643 54.105612280512915,12.074891701064184 54.105582464014454),(12.074929019569119 54.10305853134232,12.074929211474052 54.103095014558221,12.074920083963248 54.10313851269202,12.074903648429437 54.103185519932239,12.074578978247844 54.104062489807717,12.074524035504462 54.104226519116182,12.074503996531595 54.104374351908831,12.074498512145006 54.104551020873551,12.074499604155848 54.104738019707149,12.07450604069969 54.1048109823709,12.074526976527125 54.104881779401929,12.074565680037534 54.104944477980517,12.074637593118528 54.105030160209253,12.074761655166872 54.105150945413179,12.075108127753911 54.105448976257691,12.075136551121259 54.105475107883791),(12.075136551121259 54.105475107883791,12.075886643673737 54.106140322837305))",30394950-3ef5-11e5-a239-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Krischanweg,06260
"MULTILINESTRING ((12.051539844156187 54.134125069750375,12.051536013885277 54.134495923407663),(12.051536013885277 54.134495923407663,12.051533300449062 54.134953131967485),(12.051533300449062 54.134953131967485,12.051539688925269 54.13542246768484),(12.047898022967599 54.136767288559007,12.04789712600885 54.136318348777451),(12.04789712600885 54.136318348777451,12.047896272691899 54.136016509641571,12.047896220461901 54.135861950591831),(12.049425142363441 54.136313956648706,12.04789712600885 54.136318348777451),(12.049421519741367 54.136769188472812,12.047898022967599 54.136767288559007),(12.047900739129226 54.138026584156101,12.047900181291631 54.137871396340302,12.047898945679545 54.137238513553136),(12.047898945679545 54.137238513553136,12.047898022967599 54.136767288559007),(12.049432561029683 54.137244003697873,12.047898945679545 54.137238513553136),(12.051536013885277 54.134495923407663,12.049989510827853 54.134498822404794,12.048359963516043 54.134500297186641,12.047893514642917 54.134502011396378),(12.051533300449062 54.134953131967485,12.049695623383521 54.13495552252882,12.047894671495161 54.134957510986283),(12.051539688925269 54.13542246768484,12.050649928439034 54.135421767222049,12.047895331224964 54.135419660374367),(12.04943884620417 54.135422181108474,12.049428770904544 54.135863756943273),(12.047896220461901 54.135861950591831,12.047895331224964 54.135419660374367),(12.047895331224964 54.135419660374367,12.047894671495161 54.134957510986283),(12.047894671495161 54.134957510986283,12.047893514642917 54.134502011396378),(12.047893514642917 54.134502011396378,12.047894972952808 54.13412540776914),(12.049432561029683 54.137244003697873,12.049421646059464 54.136769278280866,12.049428770904544 54.135863756943273),(12.049428770904544 54.135863756943273,12.047896220461901 54.135861950591831))",303a86e4-3ef5-11e5-a2d4-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Osloer Str.,07360
"MULTILINESTRING ((12.047351445550794 54.154163190447939,12.046958574052038 54.153326301693298,12.046926658223565 54.153239779287233))",303908fa-3ef5-11e5-a218-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Klützer Str.,13650
"MULTILINESTRING ((12.072598103208906 54.095380662997044,12.072494900992941 54.095922045146935,12.072440093590101 54.096234613109651,12.072397185535603 54.096502243605045,12.072368241417591 54.096751803706965,12.072370117593566 54.097032706574339,12.072380807067452 54.097161290547142,12.072420587252417 54.097486022511582,12.072451750769256 54.097641462433103,12.072549109378675 54.098011359469737),(12.072549109378675 54.098011359469737,12.072548274417917 54.09803867756731,12.072528772600259 54.098063131385423,12.072494884336393 54.098080854333567,12.072456571486809 54.098092109981103,12.071714630220647 54.098161747199946,12.071671523349908 54.098171747408301,12.071642430382086 54.098191893492391,12.071624071478858 54.098221378670488,12.07149014594806 54.099019689135226),(12.072494900992941 54.095922045146935,12.07131429481538 54.095891479435416,12.071254646620792 54.09588621301338,12.071216550364424 54.095875721892348,12.071187262810652 54.095855071305373,12.071180127609926 54.095811672887848,12.071158509398916 54.095778167697844))",303cf56e-3ef5-11e5-a407-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Werner-Seelenbinder-Str.,09380
