geometrie_wkt,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,strasse_name,strasse_schluessel
"MULTILINESTRING ((12.043914973616152 54.164823995241846,12.04397735790516 54.165294207152435,12.043995072426288 54.165325112339659,12.044043849039021 54.165349176839506,12.044839879275887 54.165674713351791,12.045200100095812 54.165689225694145,12.045568646336203 54.165694118843014,12.046527288065917 54.165384455719106,12.046564013060324 54.165359730157896,12.046582915448028 54.165322071719636,12.046649813639485 54.164837972751052),(12.045200100095812 54.165689225694145,12.045155324022115 54.166323919956831,12.045074996285992 54.16632368049094,12.045069165006261 54.166420101882821,12.045244477298613 54.166425607389826,12.04525043319685 54.166328017769438,12.045155324022115 54.166323919956831))",303465d4-3ef5-11e5-9fbb-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Am Findling,10790
"MULTILINESTRING ((12.047611791815578 54.166467287534942,12.047741719765432 54.166545413800918,12.047865296766899 54.166482732669635,12.047739786219077 54.166401908999951,12.047611791815578 54.166467287534942,12.04681515110623 54.165969509008619,12.048367108561171 54.16508944057869),(12.045361614108929 54.166822382685929,12.045367900999686 54.166796590650996,12.045389833135641 54.16675596590494,12.045446239816943 54.166709936573625,12.045983081829046 54.166420295321331,12.04681515110623 54.165969509008619))",30358270-3ef5-11e5-a052-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Bernsteinweg,10810
"MULTILINESTRING ((12.042508305207841 54.166815247129904,12.04247085006083 54.166624129281097,12.042543031566161 54.166562550053627,12.043431059864613 54.165839942439163,12.043983739268455 54.166070770419552,12.044080780869695 54.166111171675766,12.044144630459456 54.16605633399459,12.044047464152634 54.166017370586658,12.043983739268455 54.166070770419552),(12.044043849039021 54.165349176839506,12.043431059864613 54.165839942439163,12.042887096117195 54.165604166537904,12.042798648425043 54.165566906342491,12.042857198702196 54.165516294618996,12.04294564717728 54.165554363506722,12.042887096117195 54.165604166537904),(12.04247085006083 54.166624129281097,12.041708789890285 54.166669774839569,12.04161837394474 54.166686070705012,12.041423400483422 54.166723160073673))",30380324-3ef5-11e5-a197-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Hinter den Dünen,10820
"MULTILINESTRING ((12.041717236287921 54.166904934117376,12.041663225395679 54.166825786645653,12.041613553208997 54.166790668783747,12.041423400483422 54.166723160073673,12.040366042145074 54.166379717088624,12.03961747552764 54.166137255440937),(12.039276328448423 54.16652699791382,12.039416308448279 54.166566670026789,12.039497110097997 54.166666117956531,12.039352641619496 54.166688360574412,12.039290896254697 54.166572462046091,12.039276328448423 54.16652699791382,12.039287404820689 54.16648673725873,12.03961747552764 54.166137255440937,12.039222158243344 54.166007268428643),(12.040366042145074 54.166379717088624,12.040705687947263 54.16601621099101))",303c0e2e-3ef5-11e5-a396-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Stranddistelweg,10840
"MULTILINESTRING ((12.030625173739031 54.169266898961453,12.030556754512471 54.16915099770695,12.030508187340919 54.16906375653452,12.030493757176689 54.169021795842646,12.030432764537363 54.16886994886066,12.030416288371004 54.168793662375279,12.030433824792087 54.168765801518312,12.030483325675888 54.168749434570564,12.031077176219354 54.16868045031773),(12.030811304823263 54.169709229340292,12.030702972154097 54.169425750582931,12.030625173739031 54.169266898961453))",303bab1e-3ef5-11e5-a366-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Seebrauk,12910
"MULTILINESTRING ((12.078718041753994 54.169569896995711,12.078820101382227 54.169636505922924,12.078853481854635 54.169654545810836,12.078897845950364 54.169669702990085,12.079665625971597 54.169832382119793,12.079704435606198 54.169848980427801,12.079734303935014 54.169879512857491,12.079995382977383 54.170202743757493,12.080074719781187 54.170274488698986,12.080120507782068 54.170306897489475,12.08014951358191 54.170348303378702,12.080143664437779 54.170393596423132,12.080073107099272 54.170485839140717,12.07991575898466 54.170636997378679),(12.077781912462163 54.170087736336704,12.078152975771866 54.170198921722317,12.078301214458799 54.170237914252418),(12.07991575898466 54.170636997378679,12.079049591715101 54.170356039638975,12.078973391459622 54.170338567059524,12.078904291832096 54.170335287567752,12.078810821639722 54.170336157525512,12.078727112377232 54.170355352351152),(12.078301214458799 54.170237914252418,12.078652240824781 54.170305798884812,12.078699777875556 54.17032859211384,12.078727112377232 54.170355352351152),(12.07991575898466 54.170636997378679,12.079490964214656 54.171097987837349),(12.077356317058047 54.171076913475829,12.077345941154057 54.170931887047253,12.077355623356775 54.170705255376234,12.077375304550506 54.170624818548383,12.07743391253778 54.170488643844074,12.07748489853032 54.170397134147571,12.077544240126732 54.17031586302091,12.077622517309788 54.170228648934575,12.077687062645113 54.170160943153405,12.077781912462163 54.170087736336704),(12.077781912462163 54.170087736336704,12.077899471112429 54.170000137243989,12.077958888065284 54.169959662040029,12.078718041753994 54.169569896995711),(12.078718041753994 54.169569896995711,12.079290681711772 54.169277567896124,12.079523274873681 54.169175244298444,12.080261227897825 54.168875612496727),(12.078727112377232 54.170355352351152,12.078744237220111 54.170393531407299,12.078732434950384 54.170431010505965,12.078139757086911 54.171093301113466,12.078106697491865 54.171111923464416,12.078060875424422 54.171128127877516),(12.078060875424422 54.171128127877516,12.07801225627899 54.17113471912856,12.07795300733898 54.171131073270033,12.077536569319463 54.171076887382746,12.077356317058047 54.171076913475829),(12.078012056474055 54.173041715416353,12.078081420669784 54.172914878858428),(12.078081420669784 54.172914878858428,12.078246514594612 54.172910728003394,12.078316427141733 54.172874019916577,12.078884354997374 54.172270692627038,12.078899442970277 54.172233750528271),(12.078899442970277 54.172233750528271,12.078898888253972 54.172207781526019,12.078881656210337 54.172180116122966),(12.078881656210337 54.172180116122966,12.078832835288276 54.172147618997748,12.078300200736956 54.171974537938517),(12.078300200736956 54.171974537938517,12.077672140873508 54.171769526174096),(12.077672140873508 54.171769526174096,12.077180087038233 54.171608904423607),(12.077180087038233 54.171608904423607,12.077231358076991 54.171533749081355,12.077263328292746 54.171472444453045,12.077318129581046 54.171326208013859,12.077335020285519 54.171239392974954,12.077356317058047 54.171076913475829),(12.078281305168051 54.171600914826939,12.078206092916904 54.171304787097064,12.07818541371431 54.17125726489985,12.078110991908122 54.171178776081391,12.078060875424422 54.171128127877516),(12.077672140873508 54.171769526174096,12.077415076468389 54.172035765430721,12.077266965887798 54.172203987509484,12.0771986217608 54.172268819976509),(12.0771986217608 54.172268819976509,12.076791381692683 54.1721395031662,12.076750035220661 54.17211778355712,12.0767410195106 54.172092359094705,12.076753482271819 54.172069257284811,12.076777417183523 54.172033837420592,12.077180087038233 54.171608904423607),(12.079353941647984 54.171641368223924,12.079108383600676 54.171907513659846,12.079494271502645 54.172031984335284,12.079244872642223 54.17227207334264,12.07897843625198 54.172190476365294,12.078881656210337 54.172180116122966),(12.077762378983714 54.172535249709192,12.0771986217608 54.172268819976509),(12.079734662050789 54.171904045302767,12.079256388288494 54.172348895546207,12.078899442970277 54.172233750528271),(12.078081420669784 54.172914878858428,12.077762378983714 54.172535249709192),(12.077762378983714 54.172535249709192,12.077837285213832 54.172467177744586,12.078057148653023 54.172234479285684,12.078300200736956 54.171974537938517))",3036cbf8-3ef5-11e5-a0fc-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Friedrich-Barnewitz-Str.,11150
"MULTILINESTRING ((12.051327150485918 54.16601691237647,12.051266092584891 54.167299772124736),(12.049073875332644 54.165841997213491,12.04917845208003 54.165097558577536,12.049171335186958 54.16506026979787,12.049112580813325 54.165038188353776,12.048641479595018 54.165027237096552,12.048570889335423 54.165035622537744,12.048514347059468 54.165068803494236,12.048486134078512 54.165135131165322,12.048397153388876 54.165834543324912),(12.050397560777505 54.165895994920334,12.050478409492948 54.165184004366019,12.050478369106044 54.165150846232216,12.050450043259207 54.165121923353851,12.050400640782204 54.1651053200466,12.049920175906518 54.165080629210046,12.049863726024528 54.165084786147062,12.049821315109817 54.165105561252403,12.049800151910546 54.165151128771221,12.049723718568737 54.165868508616278),(12.050397560777505 54.165895994920334,12.050354030777997 54.16613962217501,12.05026161485163 54.16731484287061),(12.049670417546189 54.165866373997659,12.049470671975895 54.167186671546709,12.04947110909643 54.167341229630317),(12.048158211464674 54.167370607002631,12.048166249915928 54.167331874361452,12.048201308449249 54.16717685276619,12.048249868512958 54.166902492382619,12.048397153388876 54.165834543324912),(12.048397153388876 54.165834543324912,12.048412923716937 54.165819889887651,12.048445757587235 54.165816462015449,12.049029289470113 54.165840218195228),(12.049029289470113 54.165840218195228,12.049073875332644 54.165841997213491),(12.049073875332644 54.165841997213491,12.049670417546189 54.165866373997659),(12.049670417546189 54.165866373997659,12.049723718568737 54.165868508616278),(12.049723718568737 54.165868508616278,12.050397560777505 54.165895994920334),(12.049029289470113 54.165840218195228,12.048883818828738 54.166826305322118,12.048880931720781 54.166948515361369,12.048818546518936 54.167277336436406,12.048811988531094 54.167392898354095))",3035adc2-3ef5-11e5-a067-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Bojenweg,88350
"MULTILINESTRING ((12.076187025846359 54.157958260358839,12.075878396272552 54.157951715830386),(12.075878396272552 54.157951715830386,12.075837775845363 54.157973757033169,12.07582039221818 54.157996951762961,12.075818793685746 54.158020495987273,12.07580229023425 54.158110725426951,12.075788811723625 54.158128795694907,12.075764215491244 54.158143907592326,12.075728997279542 54.158150938803146,12.075690742360814 54.158154647107594,12.075333364930653 54.158145975194259,12.075285624429595 54.158141512081983,12.075245314328749 54.158126081434233,12.075215596439547 54.15810237707106,12.075205071044358 54.15807785197476,12.075214237129215 54.157979539836951,12.075228455723874 54.157951674472983,12.075231288647347 54.157912314193709,12.075225495235637 54.157851123419988,12.075225564451108 54.157819672513021,12.075246477024066 54.157792611699193,12.075284826924333 54.157771830149969,12.075354000094363 54.157757768767695,12.075496306296111 54.157754624372551,12.075590257895536 54.157756272743491,12.075681440968232 54.15776313463919,12.075743335189951 54.157773789002874,12.075787942259426 54.157791283550495,12.075812744891371 54.157820112867306,12.075812186793105 54.15786019060527,12.075814761587653 54.157887146866756,12.075827683074957 54.157909783349467,12.075849815940092 54.157928729782775,12.075878396272552 54.157951715830386),(12.076243061242302 54.157666720299794,12.076210264535428 54.157685611587169,12.07619770675765 54.157723540293858,12.076187025846359 54.157958260358839),(12.076187025846359 54.157958260358839,12.076185056291704 54.157985938365037,12.076158270600938 54.158458886418089))",30399a40-3ef5-11e5-a260-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Likedeelerhof,13990
"MULTILINESTRING ((12.077856528339787 54.157695970232226,12.077725670394868 54.157676105963553,12.07756110534026 54.157660576537587,12.076383050751208 54.157640033105096,12.076311713102514 54.157644122033922,12.076277634358465 54.157652500577612,12.076243061242302 54.157666720299794),(12.07681696727172 54.158000723042719,12.076185056291704 54.157985938365037))",303be08e-3ef5-11e5-a381-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Sprengmeisterweg,08660
"MULTILINESTRING ((12.025903071493582 54.169667253795495,12.025857277591703 54.169556377133304,12.025837771890718 54.16947011628735,12.025855009175947 54.169362371144423,12.025917608352076 54.16928130447868,12.025986673668925 54.169239415088796,12.026490391547808 54.169032358968337,12.026611105057347 54.168972935246082,12.026672834094848 54.168916849294455,12.02688742667543 54.168323459719446,12.026510756792439 54.168289127161785),(12.02688742667543 54.168323459719446,12.027012850706734 54.168325049088992,12.028088146451481 54.168388423295092))",3034ae2c-3ef5-11e5-9fe3-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Am Soll,88380
"MULTILINESTRING ((12.073435589233776 54.178051826055594,12.073354860096631 54.178051875267599,12.072680990566425 54.177986147494259,12.071301662752585 54.177848229479189,12.070366444753905 54.177802592014658,12.069374502383456 54.177755991535847,12.068115204537168 54.177690394412537,12.067241272407673 54.177648472087036,12.066283821873821 54.177598771672059,12.066236556806572 54.177589003020344,12.066212647269271 54.177568887687002,12.066207429759247 54.177545257558023,12.066294030718435 54.177109841532371,12.066304271027313 54.176877549556544),(12.068033180746799 54.176824646292047,12.06808746085208 54.177336544138853,12.068105115205729 54.177547344099679,12.068115204537168 54.177690394412537))",303c1446-3ef5-11e5-a398-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Strandweg,08810
"MULTILINESTRING ((12.062404759335147 54.156084893870371,12.062368882964559 54.155822612202805),(12.062040238016062 54.157110829896496,12.061924596980743 54.157127603336633,12.061202629913241 54.157169847199114),(12.062574829291172 54.157078563130334,12.062404759335147 54.156084893870371),(12.062404759335147 54.156084893870371,12.061964742919683 54.156107765835607,12.061920567520847 54.156120548637674,12.061894356231102 54.156155966813166,12.061892129781917 54.156187059389254,12.062040238016062 54.157110829896496),(12.062574829291172 54.157078563130334,12.062040238016062 54.157110829896496),(12.061202629913241 54.157169847199114,12.061127121775582 54.1571720422018,12.061077361167568 54.157165957009838,12.061018739108791 54.157144690015677,12.060994444452305 54.157110555676979,12.061001720024526 54.157077753230801,12.061028332110498 54.157056353152029,12.061083614028528 54.157038982203005,12.061132117455083 54.157048931994403,12.061171030405664 54.157063110042806,12.061197831802838 54.157084483006443,12.06121482387541 54.157132908697051,12.061202629913241 54.157169847199114),(12.062749145852225 54.158202795770336,12.062622174882224 54.157408503001776,12.062574829291172 54.157078563130334))",303c3656-3ef5-11e5-a3a9-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Teterower Str.,02190
"MULTILINESTRING ((12.06015005021273 54.15815047653949,12.060124951632293 54.158084352416076,12.059930780722672 54.156890125220293,12.059902719276479 54.156782667088287,12.059750658918997 54.156236935332423,12.059661265465227 54.155977824512547,12.059568472137229 54.155724466314595,12.059490856291779 54.155575966729032,12.059465505982118 54.155508584529926,12.05941193681716 54.155310380624485),(12.05941193681716 54.155310380624485,12.059335223700959 54.155438827891771,12.05928503616979 54.155485759354342,12.059190389700918 54.155523996283939,12.05909179800666 54.155540668763415),(12.05941193681716 54.155310380624485,12.059348288257572 54.155038946050539,12.059293307690401 54.15482420859805,12.059078665583037 54.154122420411795,12.059052144963543 54.153941456075358),(12.05909179800666 54.155540668763415,12.059042448243684 54.155466828362059,12.058924100653062 54.155264881894773,12.058883903492427 54.155233810132707,12.058815678659634 54.155205268126998,12.058741174813907 54.15520090139065,12.058304575590565 54.155224207617572,12.058221132157055 54.155237906677584,12.058123229782524 54.155295733746243,12.058078474837169 54.155345717310801,12.058057574189876 54.155388410722857,12.058049811265855 54.155435321198041,12.058073237647347 54.155483025363516,12.058138220659576 54.155540953455265,12.058206198466612 54.155573359926933,12.058280970366589 54.155588330301129,12.058374414853446 54.155592508417612,12.058922123619878 54.155561868964796,12.05909179800666 54.155540668763415))",303bf934-3ef5-11e5-a38d-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Sternberger Str.,03330
"MULTILINESTRING ((12.075905763883995 54.153104399709193,12.0759510378935 54.152937232138981,12.07597545071668 54.152892646328354,12.076004942868611 54.152863872609949,12.076046681033958 54.152834462130031,12.076809239038099 54.152397080124956,12.077106892089306 54.152226336115767,12.077177915320396 54.152194030966299,12.077264988920929 54.152170162284456,12.077375441400608 54.152157690694544,12.07746255492445 54.152155298311634,12.078495629733375 54.152172331400344,12.078583519498739 54.152179822266987,12.078676485352126 54.152200878566099,12.078791972171237 54.152246631469971,12.078854428232406 54.152291071120167,12.078880021947079 54.152338140831333,12.07888399406815 54.152368690524646,12.078774887359206 54.152425014147852,12.078678149283043 54.152478993235526,12.078658284246933 54.152523217187543,12.078676015727181 54.152552320139364,12.078732614732676 54.15257070436823,12.078793228642345 54.152575696848238,12.078848119905468 54.152559126720469,12.078886566178605 54.152526123022668,12.078891899246324 54.152475618379825,12.07888399406815 54.152368690524646))",303d3646-3ef5-11e5-a427-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Zum Ahornhof,12870
"MULTILINESTRING ((12.052886741128253 54.176436961933668,12.053066657763392 54.176452608134625,12.053163042740454 54.176447713202649,12.053430934505183 54.176402575074121,12.053732018137268 54.176332171069028,12.054021739720021 54.176268510859032,12.054359069785573 54.176191529282299,12.054430004086402 54.176142973194743),(12.032652151427563 54.174496721014229,12.03269851815098 54.174503178295552,12.033511044234626 54.174499989392991,12.034078873176224 54.174492371591434,12.034893409931696 54.174477041783071,12.035174617714874 54.17448450809718,12.035775086097647 54.174532315967873,12.035976977184886 54.174557685971664,12.036145660494816 54.174601127343578,12.036329725708816 54.174610057849669,12.036641375312563 54.174613018578178,12.036914773403941 54.174644385791808,12.037190843645154 54.174696778644368,12.037418267930288 54.17473714484791,12.03788597719916 54.174789476367302,12.038302522399427 54.174838767147904,12.038542696459427 54.174867175877303,12.038839201543393 54.174883614669447,12.039339987758581 54.174910409811211,12.040602373808156 54.17503741107776,12.040932119915174 54.175068840007725,12.041177486996334 54.175107755258821,12.041417697556611 54.175169136617953,12.042552375169922 54.175291578499674,12.042974110515862 54.175340941146921),(12.042974110515862 54.175340941146921,12.043431469844238 54.17538867199945,12.043707515343854 54.1754051061884,12.043970822463658 54.175440954014448,12.045251056247004 54.175572482859039,12.045708557090233 54.17562928080352,12.046992457600126 54.175753600998682,12.048067542857325 54.175878620092135,12.048266779476339 54.175890581514061,12.049111157101244 54.175985760427515,12.049432061933361 54.176007015589178,12.049921908745661 54.176059470993252,12.050297702758474 54.17613066285552,12.050819286568704 54.176203768988209,12.050977344466199 54.176218079646659,12.051364067044103 54.176236426271252,12.051603241439551 54.176259956978456,12.05182928225627 54.176287177098473,12.052886741128253 54.176436961933668))",3038f338-3ef5-11e5-a20d-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Kleiner Sommerweg,12880
"MULTILINESTRING ((12.043681718489768 54.174901453982677,12.045044314714856 54.175046254295026,12.045106975152828 54.175048028015169,12.045154961221591 54.175031116466833,12.045670449656317 54.174637967076904,12.045575052807347 54.174619402352846,12.044098746519216 54.17444742237128),(12.045670449656317 54.174637967076904,12.046146921573918 54.174269721458352,12.046597359535911 54.173899057809898,12.047264626517931 54.173365482339022))",3037852a-3ef5-11e5-a158-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Habichtshöhe,12890
"MULTILINESTRING ((12.070010524605291 54.129470877200838,12.06958627621254 54.129470224691168,12.068394292703246 54.129468661614254,12.068406622344021 54.129293157960362,12.068420578436827 54.129262328033484,12.068457394122053 54.129243346626311,12.068508230001092 54.129232444629444,12.069160247604882 54.129234228280019,12.070137187996444 54.129228900224419,12.070193989664151 54.129238931426649,12.07022821447271 54.129255355843391,12.07025728293063 54.129282027305294,12.070260260012791 54.129400730673254,12.070236087906839 54.129433903137482,12.070207352140541 54.129454767434844,12.070138352230458 54.129469814299277,12.070010524605291 54.129470877200838,12.070001572693846 54.129774609312612,12.069996983177505 54.129971405441459,12.069985069952878 54.130464833750224,12.069982807986214 54.130769819959234,12.069988222002424 54.131436038913051,12.069993544834443 54.131823601999422),(12.068151333639353 54.131439160062186,12.069037473703538 54.131438654919187,12.069872501207406 54.131436016303738,12.069988222002424 54.131436038913051),(12.069996983177505 54.129971405441459,12.067764919459382 54.129967471279514),(12.068394292703246 54.129468661614254,12.067863791589277 54.129466985061363,12.067811440840499 54.129477797779209,12.067777283277167 54.129502079232587,12.067764586022411 54.129531380754088,12.067764919459382 54.129967471279514,12.067762456443775 54.130391162665603,12.067792680535568 54.130430504328984,12.067851276850579 54.130456980006834,12.067940509487711 54.1304660953788,12.068877868653173 54.130469156875158,12.069985069952878 54.130464833750224))",303d121a-3ef5-11e5-a415-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Willem-Barents-Str.,09810
"MULTILINESTRING ((12.090655080585734 54.172812883898729,12.090503604206818 54.172746951197169,12.090465043514401 54.172731883797169,12.090423084355564 54.172722390219683,12.090252506633492 54.172701760682294,12.09020738974197 54.172692359255997,12.090184888304616 54.172684827922765,12.089510450862479 54.172386638559018),(12.089537789946421 54.172353190533414,12.089443365460896 54.17232360711273,12.089167691473216 54.172243926577828,12.088726117334014 54.172025445138459,12.088535255826784 54.171909846719373,12.088391463900312 54.171830965948111),(12.089510450862479 54.172386638559018,12.089537789946421 54.172353190533414),(12.089537789946421 54.172353190533414,12.089716159270251 54.17212265824184,12.089814907541854 54.171990850728598,12.089930473775597 54.171867477355406,12.090010047980583 54.171806493212721,12.090096849782341 54.171758263645202,12.090194530118584 54.171717124759574,12.090353680503517 54.171654732859004,12.090455045106975 54.171623475531916,12.090556440578531 54.171606415883637,12.090691599750128 54.17160631415193,12.090881319567181 54.171659996887087,12.091108443532436 54.171777361349221,12.091352715378996 54.171937215873172,12.091517210322833 54.172064601456519,12.091628494689308 54.172177829532387,12.091720576779679 54.172289993819973),(12.087802918268315 54.173605221067824,12.087620669549752 54.173502644557978,12.087528451953755 54.173441966688081,12.087256330972423 54.17325166230394),(12.088024806594802 54.174230390467358,12.08808404564112 54.174167445582398,12.088177476984852 54.174084976147292,12.088254129981093 54.174013391922642,12.088356167031325 54.173879336754943),(12.088356167031325 54.173879336754943,12.088572081452154 54.173596210924096,12.088880349664086 54.173202309785424,12.089189349060479 54.172798702473443,12.089510450862479 54.172386638559018),(12.088356167031325 54.173879336754943,12.088088204660645 54.173806297702058,12.088012209502617 54.17377121825912,12.087942993036647 54.173715915456263,12.087802286652874 54.173605221528419))",30342b96-3ef5-11e5-9fa1-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Alte Bahnhofstr.,03210
"MULTILINESTRING ((12.063851938242996 54.148622725658761,12.063922616070903 54.149100831808454,12.063950698491464 54.149300395357592,12.063994250835778 54.149461670424166,12.064031563987488 54.149588442655045,12.06406256464623 54.14963335602129,12.06410528012062 54.149661099932196,12.064159213303691 54.149676796644854,12.064221206234038 54.149679369512832,12.064851140299716 54.149643896572712,12.065046057209308 54.14963525471142,12.065152236846123 54.149637264052515,12.065198982024938 54.149898910259239,12.065280902485362 54.150449885653053,12.065311310907184 54.150678651986652,12.065294831989373 54.150716941165086,12.065238566061078 54.150744378889243,12.065177848840939 54.150751241123864,12.064661760142604 54.150774523590513,12.064567219954037 54.150789850496878,12.064520402486107 54.150804432877223,12.064483947295765 54.150825120148134,12.064457602433112 54.150852271892525,12.064436699021794 54.150887508091678,12.064434475315847 54.150918960180114,12.064521540088849 54.1514544773719,12.064541516769674 54.15155376162852,12.064562962735327 54.151623571111301,12.064584361331912 54.151662918177813,12.064628585920158 54.151685269502693,12.064697166840155 54.151700418945154,12.064788575107073 54.151699471177018,12.064925797577045 54.151687715470139,12.064982192232932 54.151660906845251,12.065008007448412 54.151617939969064,12.065000260890661 54.151589278909285,12.064971310370444 54.151565122282243,12.064928607831957 54.151547263246577,12.064870652117882 54.15154459870724,12.064681662337083 54.15155458498969,12.064541516769674 54.15155376162852))",303d2336-3ef5-11e5-a41d-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Wolgaster Str.,01890
"MULTILINESTRING ((12.057343485098201 54.132254524531113,12.056372898966403 54.132253185991267),(12.056949133777074 54.132725667987465,12.054023086999317 54.132725399884457),(12.057297234888138 54.133671997788475,12.056383786551471 54.133671800286322),(12.054023086999317 54.132725399884457,12.054023697817213 54.133194558524607),(12.056945487961043 54.133195637374314,12.054023697817213 54.133194558524607),(12.054025501659291 54.132253723769558,12.054020779631434 54.131922412124439,12.054004662180201 54.131852867729151,12.053972674253307 54.131806514328638,12.053900193408479 54.131772400025255,12.053811325993516 54.131752760466597,12.053705943766147 54.131746068053815,12.051876733553078 54.131745163338643,12.051732124262701 54.131754121744081,12.051647718271218 54.131769434205879,12.051580248719761 54.131805856445816,12.051527680008112 54.131850179945786,12.051487360806084 54.131901417399945,12.051398755299655 54.132194398835857),(12.051398755299655 54.132194398835857,12.051360317263432 54.132338460801016,12.051541550856262 54.132349525934842,12.05156166174557 54.132284548551695,12.051398755299655 54.132194398835857),(12.054834797923967 54.13224787619167,12.054842639665688 54.131879177095129,12.054875403381642 54.131843397880758,12.054916377985249 54.131813815248975,12.054981342611372 54.13179392652178,12.055055159723405 54.131788231587322,12.056091227234184 54.131787034159508,12.056184882364919 54.131800110020535,12.056265049935163 54.131824514475419,12.056316577913908 54.131853964444836,12.056343386394333 54.131894388889016,12.056360994675401 54.131943713775918,12.056367893991409 54.132006073375521,12.056372898966403 54.132253185991267),(12.056372898966403 54.132253185991267,12.054834797923967 54.13224787619167),(12.054834797923967 54.13224787619167,12.054025501659291 54.132253723769558),(12.054025501659291 54.132253723769558,12.054023086999317 54.132725399884457),(12.054026123883524 54.134670147797543,12.054023958127868 54.135139217672062),(12.05724665673157 54.1356138054878,12.056385792507704 54.135612324922867),(12.054024527529293 54.13751502388287,12.054006486414659 54.138102446143797),(12.056708575181631 54.137510194444829,12.054024527529293 54.13751502388287),(12.056385792507704 54.135612324922867,12.056383891061046 54.136534917679228,12.056370108767306 54.136609148429848),(12.056370108767306 54.136609148429848,12.054004164047946 54.136609245126053),(12.056370108767306 54.136609148429848,12.056363723355759 54.137018553195688,12.056349886799753 54.137052976022595,12.056295902238141 54.137078162067318,12.05622510108298 54.137080980828983,12.054025343199854 54.137075249131577),(12.054004164047946 54.136609245126053,12.054025343199854 54.137075249131577),(12.054025343199854 54.137075249131577,12.054024527529293 54.13751502388287),(12.054023958127868 54.135139217672062,12.053997562001125 54.135609466565413),(12.056385792507704 54.135612324922867,12.053997562001125 54.135609466565413),(12.053997562001125 54.135609466565413,12.054004164047946 54.136609245126053),(12.056383786551471 54.133671800286322,12.054976509401248 54.133670474608422,12.053991748634031 54.133663731743354),(12.056383786551471 54.133671800286322,12.056383396152814 54.134591876555007,12.056370757179149 54.134671138951255),(12.053991748634031 54.133663731743354,12.054020819108253 54.133309850155719,12.054023697817213 54.133194558524607),(12.053991748634031 54.133663731743354,12.053995726869863 54.134005377522108,12.054003829444774 54.134122012107859,12.054026123883524 54.134670147797543),(12.056370757179149 54.134671138951255,12.054026123883524 54.134670147797543),(12.056370757179149 54.134671138951255,12.056359683032159 54.135066258315199,12.056347485725411 54.135099152766351,12.056308777439803 54.135126398449373,12.056243162589382 54.135135504991979,12.054023958127868 54.135139217672062))",3037e20e-3ef5-11e5-a188-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Helsinkier Str.,03480
